Letter,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62,v_63
A,0.13372433185577393,0.7611825466156006,-5.01671252095548e-07,0.23680931329727173,0.7142950892448425,-0.027067964896559715,0.3182699680328369,0.5790204405784607,-0.029408354312181473,0.3331506550312042,0.4393623471260071,-0.029945887625217438,0.34796595573425293,0.3570384383201599,-0.020597128197550774,0.28078871965408325,0.47400444746017456,-0.004098719917237759,0.2890697121620178,0.403134822845459,-0.042194828391075134,0.2595682740211487,0.5095667243003845,-0.061240896582603455,0.2551988363265991,0.5254108309745789,-0.07150942832231522,0.21357648074626923,0.46192312240600586,-0.004286041017621756,0.21864372491836548,0.4002670347690582,-0.04013076052069664,0.20323742926120758,0.528007984161377,-0.045970939099788666,0.20828476548194885,0.5272988677024841,-0.04646829888224602,0.1520395576953888,0.4688355326652527,-0.011552432551980019,0.15554580092430115,0.41385307908058167,-0.050597019493579865,0.1509188413619995,0.5316555500030518,-0.034498441964387894,0.15563106536865234,0.5364820957183838,-0.017918003723025322,0.09298105537891388,0.47675618529319763,-0.020956048741936684,0.09718230366706848,0.4470270276069641,-0.040014974772930145,0.09934437274932861,0.5197298526763916,-0.02447226084768772,0.10160812735557556,0.527951717376709,-0.010555123910307884
A,0.1596534699201584,0.7369908690452576,-5.158927365300769e-07,0.2615059018135071,0.6879125833511353,-0.03066990338265896,0.3408355116844177,0.5575369000434875,-0.032109469175338745,0.35194164514541626,0.42274898290634155,-0.030499814078211784,0.36721569299697876,0.34011897444725037,-0.01820644922554493,0.2989889979362488,0.44635406136512756,-0.006531993858516216,0.3151262700557709,0.38329756259918213,-0.04400774836540222,0.2845519483089447,0.4890390932559967,-0.06129283085465431,0.27625903487205505,0.4958685338497162,-0.0704488605260849,0.23076006770133972,0.43401479721069336,-0.004780578427016735,0.2475714385509491,0.3820524215698242,-0.040493354201316833,0.23127831518650055,0.5073927044868469,-0.047513894736766815,0.23075301945209503,0.49765127897262573,-0.04903039336204529,0.17084649205207825,0.4421275854110718,-0.010449999943375587,0.18420211970806122,0.39195990562438965,-0.05198584869503975,0.17961497604846954,0.5109059810638428,-0.038565099239349365,0.17835557460784912,0.5062421560287476,-0.02355353534221649,0.11325959861278534,0.44871100783348083,-0.018266892060637474,0.12500043213367462,0.42493176460266113,-0.039582718163728714,0.12900587916374207,0.49986010789871216,-0.025683214887976646,0.12635041773319244,0.5033930540084839,-0.012882576324045658
A,0.1696760356426239,0.7166544795036316,-5.169587211639737e-07,0.2814231216907501,0.6767518520355225,-0.02590036578476429,0.35817062854766846,0.5467174053192139,-0.027671625837683678,0.3728204071521759,0.40660780668258667,-0.028297722339630127,0.3903137147426605,0.3278641700744629,-0.01878577470779419,0.3184813857078552,0.44701698422431946,-0.006047558970749378,0.329935759305954,0.3611026406288147,-0.047006040811538696,0.3011956512928009,0.47318634390830994,-0.06751533597707748,0.2982173264026642,0.4934900403022766,-0.07841116935014725,0.25078222155570984,0.43356406688690186,-0.007215151563286781,0.2647120952606201,0.36107608675956726,-0.04241815581917763,0.2502495348453522,0.491403728723526,-0.04784991592168808,0.2561984658241272,0.49271440505981445,-0.04927915707230568,0.1910213828086853,0.44080692529678345,-0.01571578159928322,0.20287497341632843,0.36898890137672424,-0.055288102477788925,0.19759178161621094,0.49050259590148926,-0.03752624988555908,0.20032534003257751,0.49871671199798584,-0.019867395982146263,0.13485482335090637,0.44488525390625,-0.026457415893673897,0.1420358270406723,0.39753592014312744,-0.04651274532079697,0.14619003236293793,0.47117727994918823,-0.030407723039388657,0.14618121087551117,0.4843733310699463,-0.016226019710302353
A,0.18726946413516998,0.6842562556266785,-4.6234470119088655e-07,0.30022644996643066,0.6602990031242371,-0.022994818165898323,0.37439408898353577,0.5358760356903076,-0.021999046206474304,0.39022183418273926,0.3986455500125885,-0.01894289255142212,0.3994382619857788,0.32053709030151367,-0.006218740716576576,0.33594468235969543,0.4292721748352051,-0.008375389501452446,0.3468722403049469,0.34678661823272705,-0.04670742526650429,0.31639888882637024,0.46205028891563416,-0.0682113990187645,0.31297165155410767,0.4800094962120056,-0.08112411946058273,0.26701128482818604,0.417023241519928,-0.008728469721972942,0.287372887134552,0.34297823905944824,-0.03958876058459282,0.2703254818916321,0.47479483485221863,-0.04575354978442192,0.2737826108932495,0.47609102725982666,-0.049293674528598785,0.20648057758808136,0.4261067509651184,-0.015285617671906948,0.22416776418685913,0.3524387776851654,-0.05086890608072281,0.2183609902858734,0.4757246673107147,-0.03392212465405464,0.2159033715724945,0.48338449001312256,-0.018286610022187233,0.15107353031635284,0.42483529448509216,-0.02359110116958618,0.16234168410301208,0.38234663009643555,-0.042334068566560745,0.1660689413547516,0.45742088556289673,-0.02715137042105198,0.16265957057476044,0.4684786796569824,-0.01461784914135933
A,0.19638818502426147,0.672281801700592,-4.7510437184428156e-07,0.3073962926864624,0.6473866701126099,-0.021551327779889107,0.38176655769348145,0.5245950222015381,-0.019802916795015335,0.39986950159072876,0.38906607031822205,-0.016451334580779076,0.4125274121761322,0.3105109930038452,-0.0036956826224923134,0.34899675846099854,0.4229726195335388,-0.007582838647067547,0.3590473234653473,0.33800995349884033,-0.045002639293670654,0.3281610608100891,0.4503469169139862,-0.06627245247364044,0.3255140781402588,0.4672905504703522,-0.07913173735141754,0.27926984429359436,0.40809279680252075,-0.008033234626054764,0.2988673448562622,0.33456921577453613,-0.03793160617351532,0.2812827229499817,0.463390976190567,-0.04437151178717613,0.2852894961833954,0.46393054723739624,-0.04815574362874031,0.2188984900712967,0.4156595468521118,-0.014341579750180244,0.23668316006660461,0.3394168019294739,-0.04851261153817177,0.23108762502670288,0.4606601297855377,-0.032097913324832916,0.22870680689811707,0.4694315493106842,-0.017007533460855484,0.16524110734462738,0.41232264041900635,-0.022283431142568588,0.17701272666454315,0.36920326948165894,-0.040536440908908844,0.1805586814880371,0.44348815083503723,-0.025684377178549767,0.17789708077907562,0.45553287863731384,-0.013146343640983105
A,0.20610104501247406,0.6662242412567139,-4.325070790400787e-07,0.31705760955810547,0.6407195925712585,-0.01989130862057209,0.3902655243873596,0.5164263844490051,-0.018789218738675117,0.40935391187667847,0.3809468150138855,-0.016776911914348602,0.42265334725379944,0.30322885513305664,-0.005678507965058088,0.35949942469596863,0.41994917392730713,-0.005538176745176315,0.3681163489818573,0.331615686416626,-0.04146626964211464,0.3374955356121063,0.4421897232532501,-0.06165670230984688,0.3362903594970703,0.4606360197067261,-0.07410198450088501,0.2908807396888733,0.40452128648757935,-0.006904169917106628,0.30953794717788696,0.32740938663482666,-0.036605726927518845,0.2910142242908478,0.4539904296398163,-0.042671166360378265,0.295416921377182,0.45659884810447693,-0.04589153826236725,0.23048536479473114,0.41167643666267395,-0.013879852369427681,0.24876835942268372,0.33346372842788696,-0.04731987789273262,0.24233974516391754,0.4526130259037018,-0.030487006530165672,0.23952046036720276,0.46333369612693787,-0.01498954277485609,0.17673882842063904,0.4079734683036804,-0.02237227000296116,0.1901242733001709,0.36359935998916626,-0.04073706269264221,0.1926935315132141,0.43669021129608154,-0.02611650712788105,0.19023793935775757,0.4495871663093567,-0.013552258722484112
A,0.23827551305294037,0.629040539264679,-4.2819331724786025e-07,0.34605109691619873,0.6027158498764038,-0.024656500667333603,0.4174739718437195,0.4807952642440796,-0.024310512468218803,0.4341253340244293,0.3491557240486145,-0.02181628905236721,0.4462093114852905,0.2734784185886383,-0.009715854190289974,0.3840060830116272,0.38170671463012695,-0.008890677243471146,0.3950371742248535,0.30008959770202637,-0.04265087470412254,0.36761054396629333,0.4094671905040741,-0.05732439085841179,0.36184775829315186,0.426967591047287,-0.06478411704301834,0.31894242763519287,0.36673423647880554,-0.008599304594099522,0.3373974859714508,0.29332777857780457,-0.04064220190048218,0.3222663998603821,0.4204666018486023,-0.04548259079456329,0.3220595717430115,0.424509733915329,-0.04560786858201027,0.2612912952899933,0.3723672032356262,-0.014076991006731987,0.279509037733078,0.2980334162712097,-0.05221528559923172,0.2749880254268646,0.42028573155403137,-0.03581390902400017,0.26999589800834656,0.43135866522789,-0.018018264323472977,0.20718181133270264,0.37099355459213257,-0.021118836477398872,0.2254665642976761,0.32549288868904114,-0.043168168514966965,0.22848063707351685,0.4020997881889343,-0.0280945785343647,0.22224804759025574,0.4169420301914215,-0.01335590984672308
A,0.24670074880123138,0.6214612722396851,-4.513527755989344e-07,0.3527024984359741,0.5948846340179443,-0.024490531533956528,0.4249531030654907,0.47284501791000366,-0.02423807792365551,0.44206127524375916,0.3415578603744507,-0.02211654745042324,0.45442771911621094,0.26599588990211487,-0.01038010697811842,0.3912779688835144,0.37264037132263184,-0.0083784693852067,0.40242430567741394,0.2926068603992462,-0.04225073754787445,0.37440675497055054,0.40057051181793213,-0.05672274902462959,0.3685511350631714,0.4173007905483246,-0.06394285708665848,0.32629430294036865,0.35698357224464417,-0.00824077520519495,0.34391161799430847,0.285758912563324,-0.0409562848508358,0.3290165066719055,0.41214871406555176,-0.04531369358301163,0.3285519778728485,0.4168696999549866,-0.044848792254924774,0.2692227065563202,0.3613925278186798,-0.013958635739982128,0.2867963910102844,0.2875635623931885,-0.052525147795677185,0.2825030982494354,0.41059887409210205,-0.03554651141166687,0.27793624997138977,0.4246797263622284,-0.01721564680337906,0.2159670889377594,0.3605085611343384,-0.02129882574081421,0.23342661559581757,0.3148138225078583,-0.04377540573477745,0.2366320937871933,0.3928055167198181,-0.028664492070674896,0.23120318353176117,0.4103304147720337,-0.013674399815499783
A,0.25975552201271057,0.6016374826431274,-4.6760661120970326e-07,0.3602840006351471,0.5844175815582275,-0.017778858542442322,0.43241140246391296,0.4634273052215576,-0.01457356195896864,0.44982826709747314,0.3352872431278229,-0.009526186622679234,0.46059027314186096,0.26145464181900024,0.003859332064166665,0.3968074321746826,0.3628033995628357,-0.014247220009565353,0.4084271192550659,0.2843141555786133,-0.04386519268155098,0.38182875514030457,0.39461734890937805,-0.057125359773635864,0.3751017451286316,0.4098112881183624,-0.06524746119976044,0.3301183879375458,0.34917667508125305,-0.014714584685862064,0.3540976345539093,0.27629709243774414,-0.04260723292827606,0.34154224395751953,0.4028833210468292,-0.04712121933698654,0.33691245317459106,0.4079539179801941,-0.04872552305459976,0.2741663455963135,0.3578015863895416,-0.018697015941143036,0.29615622758865356,0.27734047174453735,-0.05080852657556534,0.29490551352500916,0.4014568030834198,-0.03289773687720299,0.2849251627922058,0.4182882308959961,-0.01670803688466549,0.22352150082588196,0.35248440504074097,-0.023478437215089798,0.24305737018585205,0.30807575583457947,-0.04320139437913895,0.2476947158575058,0.3869244158267975,-0.028617126867175102,0.24110664427280426,0.4058167040348053,-0.01566995307803154
A,0.26363933086395264,0.6018496751785278,-3.870262901273236e-07,0.366741418838501,0.5729337930679321,-0.020386936143040657,0.4365558922290802,0.4580540359020233,-0.019288448616862297,0.45321372151374817,0.3323110342025757,-0.017181269824504852,0.46578946709632874,0.2582778334617615,-0.006347498390823603,0.40125828981399536,0.3564153015613556,-0.005516315344721079,0.4140721559524536,0.27612799406051636,-0.03640909492969513,0.3892971873283386,0.3844751715660095,-0.04936836287379265,0.38160619139671326,0.4008078873157501,-0.0557970330119133,0.33801960945129395,0.3421464264392853,-0.006330166943371296,0.3596453070640564,0.2682585120201111,-0.03780698403716087,0.34684935212135315,0.3931986689567566,-0.043449629098176956,0.3428736925125122,0.3978217542171478,-0.04333198815584183,0.2824118137359619,0.3484477400779724,-0.012027990072965622,0.30352112650871277,0.27096855640411377,-0.049186404794454575,0.30175697803497314,0.3922915458679199,-0.03328683599829674,0.29344430565834045,0.4059719741344452,-0.01541223842650652,0.22895242273807526,0.34605729579925537,-0.01874304562807083,0.2507031261920929,0.298859566450119,-0.04126555100083351,0.255677729845047,0.3758995831012726,-0.026823807507753372,0.2488906979560852,0.39346030354499817,-0.011952114291489124
